activity_ok_count,activity_ok_rate,authorizes_alpha_proof,authorizes_shadow_paper_live,blockers,decision,elapsed_seconds,end_row,eval_failure_count,eval_success_count,field_count,generated_at,lane_count,operator_count,queue_path,queue_rows,runtime,semantic_pair_count,shard_id,stage,start_row,symbol_cap,timestamp_cap,uses_may,manifest_path
865,0.865,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,80.091,87000,0,1000,57,2026-06-06T06:38:25Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s086,A7LS-17,86000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s086\a7ls17_manifest.json
759,0.759,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,115.73,88000,0,1000,57,2026-06-06T06:39:40Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s087,A7LS-17,87000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s087\a7ls17_manifest.json
525,0.525,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,55.636,89000,0,1000,35,2026-06-06T06:39:40Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s088,A7LS-17,88000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s088\a7ls17_manifest.json
648,0.648,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,72.558,90000,0,1000,35,2026-06-06T06:40:57Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,7,a7ls17_s089,A7LS-17,89000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s089\a7ls17_manifest.json
661,0.661,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,95.455,91000,0,1000,35,2026-06-06T06:41:20Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s090,A7LS-17,90000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s090\a7ls17_manifest.json
708,0.708,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,76.885,92000,0,1000,35,2026-06-06T06:42:22Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s091,A7LS-17,91000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s091\a7ls17_manifest.json
672,0.672,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,138.21,93000,0,1000,35,2026-06-06T06:43:43Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s092,A7LS-17,92000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s092\a7ls17_manifest.json
587,0.587,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,79.195,94000,0,1000,35,2026-06-06T06:43:44Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s093,A7LS-17,93000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s093\a7ls17_manifest.json
672,0.672,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,93.785,95000,0,1000,35,2026-06-06T06:45:19Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s094,A7LS-17,94000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s094\a7ls17_manifest.json
699,0.699,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,70.987,96000,0,1000,35,2026-06-06T06:44:56Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s095,A7LS-17,95000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s095\a7ls17_manifest.json
676,0.676,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,111.355,97000,0,1000,35,2026-06-06T06:46:56Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s096,A7LS-17,96000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s096\a7ls17_manifest.json
699,0.699,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,114.581,98000,0,1000,35,2026-06-06T06:47:19Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s097,A7LS-17,97000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s097\a7ls17_manifest.json
549,0.549,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,96.08,99000,0,1000,35,2026-06-06T06:48:41Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s098,A7LS-17,98000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s098\a7ls17_manifest.json
694,0.694,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,66.379,100000,0,1000,35,2026-06-06T06:48:31Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,6,a7ls17_s099,A7LS-17,99000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s099\a7ls17_manifest.json
