expected_index,detected_index,venue,instrument,expected_time_utc,detected_time_utc,timing_error_seconds,expected_funding_rate,detected_funding_rate,funding_rate_abs_error,observable_time_error_seconds,month_utc
28539,28539,BINANCE_UM,XRPUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-06
28629,28629,BINANCE_UM,XRPUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-07
28722,28722,BINANCE_UM,XRPUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-08
28815,28815,BINANCE_UM,XRPUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-09
28905,28905,BINANCE_UM,XRPUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-10
28998,28998,BINANCE_UM,XRPUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
29088,29088,BINANCE_UM,XRPUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-12
29181,29181,BINANCE_UM,XRPUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-01
29274,29274,BINANCE_UM,XRPUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,-5.902e-05,-5.902e-05,0.0,0.0,2025-02
29358,29358,BINANCE_UM,XRPUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,7.132e-05,7.132e-05,0.0,0.0,2025-03
29451,29451,BINANCE_UM,XRPUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,-2.398e-05,-2.398e-05,0.0,0.0,2025-04
29541,29541,BINANCE_UM,XRPUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,-1.513e-05,-1.513e-05,0.0,0.0,2025-05
29634,29634,BINANCE_UM,XRPUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-06
29724,29724,BINANCE_UM,XRPUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-07
29817,29817,BINANCE_UM,XRPUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,-9.576e-05,-9.576e-05,0.0,0.0,2025-08
29910,29910,BINANCE_UM,XRPUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,1.99e-05,1.99e-05,0.0,0.0,2025-09
30000,30000,BINANCE_UM,XRPUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-10
30093,30093,BINANCE_UM,XRPUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,6e-07,6e-07,0.0,0.0,2025-11
30183,30183,BINANCE_UM,XRPUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,-0.00011064,-0.00011064,0.0,0.0,2025-12
30276,30276,BINANCE_UM,XRPUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,-0.00019048,-0.00019048,0.0,0.0,2026-01
30369,30369,BINANCE_UM,XRPUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,-0.00014917,-0.00014917,0.0,0.0,2026-02
30453,30453,BINANCE_UM,XRPUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-0.00013135,-0.00013135,0.0,0.0,2026-03
30546,30546,BINANCE_UM,XRPUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,5.545e-05,5.545e-05,0.0,0.0,2026-04
