candidate_id,interval,horizon,motif_family,priority,expression,source_features,feature_families,availability_mask,decision
crypto_a1_5m_12_price_funding_state_ddb018e8ec4e,5m,12,price_funding_state,medium,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))","[""ret_24"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_funding_state_0d824710e2ba,5m,12,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))","[""ret_3"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_funding_state_d6df2119f39b,5m,12,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))","[""ret_3"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_funding_state_e0c6530f2b88,5m,12,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))","[""premium_index"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_funding_state_cbee5c288251,5m,12,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))","[""premium_index"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_funding_state_2ea8bfaaf660,5m,12,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))","[""mark_index_ratio"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_funding_state_27c735d68144,5m,12,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))","[""mark_index_ratio"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_volatility_state_81c3e1cb2b02,5m,12,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_24))","[""ret_6"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_volatility_state_f32d22d03ca4,5m,12,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_6))","[""ret_6"", ""realized_vol_6""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_volatility_state_f3085b0a302b,5m,12,momentum_volatility_state,low,"Mul(Rank(ret_24),ZScore(realized_vol_24))","[""ret_24"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_volatility_state_21e853b1e750,5m,12,momentum_volatility_state,low,"Mul(Rank(ret_24),ZScore(realized_vol_6))","[""ret_24"", ""realized_vol_6""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_liquidity_state_131fc257f419,5m,12,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))","[""ret_6"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_momentum_liquidity_state_fab70a94b4e5,5m,12,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))","[""ret_24"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
