symbol,rows_1h,min_timestamp,max_timestamp,age_days_min,age_days_max,active_universe_size_median,pre2024_first_observed_timestamp,pre2024_last_observed_timestamp,pre2024_rows_1h,pre2024_months,main_first_observed_timestamp,main_last_observed_timestamp,main_rows_1h,combined_first_observed_timestamp,listing_age_source
TLMUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
TRBUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
TRXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
TUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
TWTUSDT,1402,2023-11-03 14:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,58.354166666666664,169.0,2023-11-03 14:30:00+00:00,2023-12-31 23:59:00+00:00,1402,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-03 14:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
UMAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
UNIUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
USDCUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
USTCUSDT,828,2023-11-27 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,34.4375,171.0,2023-11-27 12:30:00+00:00,2023-12-31 23:59:00+00:00,828,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-27 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
VETUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
WAXPUSDT,1786,2023-10-18 14:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,74.34375,165.0,2023-10-18 14:45:00+00:00,2023-12-31 23:59:00+00:00,1786,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-18 14:45:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
WLDUSDT,3852,2023-07-24 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,160.45833333333334,148.0,2023-07-24 12:00:00+00:00,2023-12-31 23:59:00+00:00,3852,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-24 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
WOOUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XLMUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XMRUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XRPUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XTZUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XVGUSDT,4308,2023-07-05 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,179.45833333333334,147.0,2023-07-05 12:00:00+00:00,2023-12-31 23:59:00+00:00,4308,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-05 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
XVSUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
YFIUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
YGGUSDT,3573,2023-08-05 03:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,148.8125,148.0,2023-08-05 03:30:00+00:00,2023-12-31 23:59:00+00:00,3573,5,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-08-05 03:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ZECUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ZENUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ZILUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ZRXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
