cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0473,0,H14_open_ast_cem_diversity,P8_regime_state,HorizonSpread,mixed_6_24,cross_symbol_rank,none,F11_cross_symbol_crowding,"cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_24,3)),Rank(TSMean(realized_vol_24,5))),3))","cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_24,H6)),Rank(TSMean(realized_vol_24,H6))),H6))",5,H6
C0473,1,H14_open_ast_cem_diversity,P8_regime_state,HorizonSpread,mixed_6_24,cross_symbol_rank,none,F11_cross_symbol_crowding,"cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,4)),Rank(TSMean(quote_volume_mean_24,12))),4)))","cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,H6)),Rank(TSMean(quote_volume_mean_24,H12))),H6)))",12,H12
C0474,0,H13_symbol_tier_relative,P14_horizon_spread,TSStdZScore,H12,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(TSMean(ZScore(TSStd(ret_6,3)),3))","ResidualizeVsFundingCore(TSMean(ZScore(TSStd(ret_6,H6)),H6))",3,H6
C0474,1,H13_symbol_tier_relative,P14_horizon_spread,TSStdZScore,H12,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(ret_12,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(ret_12,H6)),H6)))",4,H6
C0475,0,H15_placebo_null_adversarial,P14_horizon_spread,AddZScore,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Add(ZScore(TSMean(ret_6,3)),ZScore(TSMean(realized_vol_6,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Add(ZScore(TSMean(ret_6,H6)),ZScore(TSMean(realized_vol_6,H6))),H6))))",5,H6
C0475,1,H15_placebo_null_adversarial,P14_horizon_spread,AddZScore,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Add(ZScore(TSMean(ret_12,4)),ZScore(TSMean(ret_6,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Add(ZScore(TSMean(ret_12,H6)),ZScore(TSMean(ret_6,H12))),H6)))))",12,H12
C0476,0,H00_low_turnover_robust,P3_trade_size,RollingMinRank,H24,same_symbol_zscore,none,F2_low_liquidity,"TSMean(Rank(RollingMin(avg_trade_size_quote,3)),3)","TSMean(Rank(RollingMin(avg_trade_size_quote,H6)),H6)",3,H6
C0476,1,H00_low_turnover_robust,P3_trade_size,RollingMinRank,H24,same_symbol_zscore,none,F2_low_liquidity,"Rank(TSMean(Rank(RollingMin(number_of_trades,4)),4))","Rank(TSMean(Rank(RollingMin(number_of_trades,H6)),H6))",4,H6
C0477,0,H15_placebo_null_adversarial,P10_price_liquidity,AbsZScore,mixed_6_24,same_symbol_rank,none,F9_liquidity_shock,"TSMean(Abs(ZScore(Delta(ret_6,3))),3)","TSMean(Abs(ZScore(Delta(ret_6,H6))),H6)",3,H6
C0477,1,H15_placebo_null_adversarial,P10_price_liquidity,AbsZScore,mixed_6_24,same_symbol_rank,none,F9_liquidity_shock,"Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4))","Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6))",4,H6
C0478,0,H05_volatility_structure_ex_liquidity_mul,P15_open_ast_diverse,TSStdZScore,H72,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(mark_index_ratio,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(mark_index_ratio,H6)),H6)))",3,H6
C0478,1,H05_volatility_structure_ex_liquidity_mul,P15_open_ast_diverse,TSStdZScore,H72,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(mark_minus_index,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(mark_minus_index,H6)),H6))))",4,H6
C0479,0,H15_placebo_null_adversarial,P11_volatility_basis,CrossSymbolRank,mixed_12_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(realized_vol_12,3)),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(realized_vol_12,H6)),H6)))",3,H6
C0479,1,H15_placebo_null_adversarial,P11_volatility_basis,CrossSymbolRank,mixed_12_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,4)),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,H6)),H6))))",4,H6
C0480,0,H11_regime_conditional_non_may,P13_trade_size_volatility,CrossSymbolRank,H24,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,3)),3))","ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,H6)),H6))",3,H6
C0480,1,H11_regime_conditional_non_may,P13_trade_size_volatility,CrossSymbolRank,H24,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,H6)),H6)))",4,H6
C0481,0,H08_trade_size_microstructure_lite,P10_price_liquidity,Rank,H12,cross_symbol_zscore,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(TSMean(ret_6,3)),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(TSMean(ret_6,H6)),H6)))",3,H6
C0481,1,H08_trade_size_microstructure_lite,P10_price_liquidity,Rank,H12,cross_symbol_zscore,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(TSMean(ret_12,4)),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(TSMean(ret_12,H6)),H6))))",4,H6
C0482,0,H03_basis_premium_residual,P13_trade_size_volatility,WinsorZScore,mixed_6_24,same_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(avg_trade_size_quote,3),1.5),3))","ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(avg_trade_size_quote,H6),1.5),H6))",3,H6
C0482,1,H03_basis_premium_residual,P13_trade_size_volatility,WinsorZScore,mixed_6_24,same_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(number_of_trades,4),2.0),4)))","ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(number_of_trades,H6),2.0),H6)))",4,H6
C0483,0,H03_basis_premium_residual,P3_trade_size,RollingMaxRank,H72,same_symbol_rank,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,3)),3))","ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,H6)),H6))",3,H6
C0483,1,H03_basis_premium_residual,P3_trade_size,RollingMaxRank,H72,same_symbol_rank,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(number_of_trades,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(number_of_trades,H6)),H6)))",4,H6
C0484,0,H15_placebo_null_adversarial,P7_cross_symbol_relative,MulRankZScore,spread_6_vs_24,cross_symbol_zscore,none,F3_high_liquidity_high_vol,"cross_symbol_zscore(TSMean(Mul(Rank(TSMean(cs_z_ret_6,3)),ZScore(Decay(cs_z_premium_index,5))),3))","cross_symbol_zscore(TSMean(Mul(Rank(TSMean(cs_z_ret_6,H6)),ZScore(Decay(cs_z_premium_index,H6))),H6))",5,H6
C0484,1,H15_placebo_null_adversarial,P7_cross_symbol_relative,MulRankZScore,spread_6_vs_24,cross_symbol_zscore,none,F3_high_liquidity_high_vol,"cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_12,4)),ZScore(Decay(cs_z_ret_6,12))),4)))","cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_12,H6)),ZScore(Decay(cs_z_ret_6,H12))),H6)))",12,H12
C0485,0,H04_basis_compression_expansion,P14_horizon_spread,SmoothInteraction,H24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(realized_vol_6,5))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(realized_vol_6,H6))),H6)))",5,H6
C0485,1,H04_basis_compression_expansion,P14_horizon_spread,SmoothInteraction,H24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,4)),Rank(TSMean(ret_6,12))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,H6)),Rank(TSMean(ret_6,H12))),H6))))",12,H12
C0486,0,H14_open_ast_cem_diversity,P3_trade_size,NegRank,mixed_6_24,cross_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(avg_trade_size_quote,3))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(avg_trade_size_quote,H6))),H6)))",3,H6
C0486,1,H14_open_ast_cem_diversity,P3_trade_size,NegRank,mixed_6_24,cross_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,4))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,H6))),H6))))",4,H6
C0487,0,H07_taker_flow_lag_stable,P5_basis_premium,RegimeMaskNonMay,ensemble_6_12_24_48,cross_symbol_rank,none,F8_low_vol_high_liquidity,"cross_symbol_rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(TSMean(cs_z_mark_index_ratio,5)))),3))","cross_symbol_rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(TSMean(cs_z_mark_index_ratio,H6)))),H6))",5,H6
C0487,1,H07_taker_flow_lag_stable,P5_basis_premium,RegimeMaskNonMay,ensemble_6_12_24_48,cross_symbol_rank,none,F8_low_vol_high_liquidity,"cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(mark_minus_index,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))","cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(mark_minus_index,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))",12,H12
C0488,0,H10_range_breakout_failure,P0_price_return,RollingMaxRank,ensemble_6_12_24_48,same_symbol_zscore,none,F10_volatility_compression,"TSMean(Rank(RollingMax(ret_3,3)),3)","TSMean(Rank(RollingMax(ret_3,H6)),H6)",3,H6
C0488,1,H10_range_breakout_failure,P0_price_return,RollingMaxRank,ensemble_6_12_24_48,same_symbol_zscore,none,F10_volatility_compression,"Rank(TSMean(Rank(RollingMax(ret_6,4)),4))","Rank(TSMean(Rank(RollingMax(ret_6,H6)),H6))",4,H6
C0489,0,H09_trend_reversal_horizon_mix,P7_cross_symbol_relative,Rank,ensemble_6_12_24_48,same_symbol_zscore,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(TSMean(Rank(TSMean(cs_z_ret_6,3)),3))","ResidualizeVsFundingCore(TSMean(Rank(TSMean(cs_z_ret_6,H6)),H6))",3,H6
C0489,1,H09_trend_reversal_horizon_mix,P7_cross_symbol_relative,Rank,ensemble_6_12_24_48,same_symbol_zscore,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(cs_z_ret_12,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(cs_z_ret_12,H6)),H6)))",4,H6
C0490,0,H15_placebo_null_adversarial,P6_funding_observable,SubRank,ensemble_6_12_24_48,same_symbol_zscore,none,F8_low_vol_high_liquidity,"TSMean(Sub(Rank(TSMean(latest_known_funding_rate,3)),Rank(TSMean(funding_rate_persistence_3,5))),3)","TSMean(Sub(Rank(TSMean(latest_known_funding_rate,H6)),Rank(TSMean(funding_rate_persistence_3,H6))),H6)",5,H6
C0490,1,H15_placebo_null_adversarial,P6_funding_observable,SubRank,ensemble_6_12_24_48,same_symbol_zscore,none,F8_low_vol_high_liquidity,"Rank(TSMean(Sub(Rank(TSMean(funding_rate_z_24,4)),Rank(TSMean(funding_rate_z_24,12))),4))","Rank(TSMean(Sub(Rank(TSMean(funding_rate_z_24,H6)),Rank(TSMean(funding_rate_z_24,H12))),H6))",12,H12
C0491,0,H12_horizon_ensemble_stability,P4_taker_flow,ClipRank,H12,same_symbol_zscore,none,F4_basis_dislocation,"TSMean(Clip(Rank(TSMean(taker_buy_ratio,3)),-1.5,1.5),3)","TSMean(Clip(Rank(TSMean(taker_buy_ratio,H6)),-1.5,1.5),H6)",3,H6
C0491,1,H12_horizon_ensemble_stability,P4_taker_flow,ClipRank,H12,same_symbol_zscore,none,F4_basis_dislocation,"Rank(TSMean(Clip(Rank(TSMean(taker_imbalance,4)),-2.0,2.0),4))","Rank(TSMean(Clip(Rank(TSMean(taker_imbalance,H6)),-2.0,2.0),H6))",4,H6
C0492,0,H11_regime_conditional_non_may,P2_liquidity,MulRankZScore,spread_6_vs_24,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(quote_asset_volume,3)),ZScore(Decay(quote_volume_mean_12,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(quote_asset_volume,H6)),ZScore(Decay(quote_volume_mean_12,H6))),H6))",5,H6
C0492,1,H11_regime_conditional_non_may,P2_liquidity,MulRankZScore,spread_6_vs_24,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,4)),ZScore(Decay(quote_asset_volume,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,H6)),ZScore(Decay(quote_asset_volume,H12))),H6)))",12,H12
C0493,0,H08_trade_size_microstructure_lite,P13_trade_size_volatility,SafeDivZScore,H6,same_symbol_zscore,none,F4_basis_dislocation,"TSMean(SafeDiv(ZScore(TSMean(avg_trade_size_quote,3)),Clip(Abs(ZScore(TSMean(realized_vol_24,5))),0.02,1.5)),3)","TSMean(SafeDiv(ZScore(TSMean(avg_trade_size_quote,H6)),Clip(Abs(ZScore(TSMean(realized_vol_24,H6))),0.02,1.5)),H6)",5,H6
C0493,1,H08_trade_size_microstructure_lite,P13_trade_size_volatility,SafeDivZScore,H6,same_symbol_zscore,none,F4_basis_dislocation,"Rank(TSMean(SafeDiv(ZScore(TSMean(number_of_trades,4)),Clip(Abs(ZScore(TSMean(realized_vol_12,12))),0.05,2.0)),4))","Rank(TSMean(SafeDiv(ZScore(TSMean(number_of_trades,H6)),Clip(Abs(ZScore(TSMean(realized_vol_12,H12))),0.05,2.0)),H6))",12,H12
C0494,0,H13_symbol_tier_relative,P4_taker_flow,CrossSymbolRank,H72,same_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(taker_buy_ratio,3)),3))","ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(taker_buy_ratio,H6)),H6))",3,H6
C0494,1,H13_symbol_tier_relative,P4_taker_flow,CrossSymbolRank,H72,same_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(taker_imbalance,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(taker_imbalance,H6)),H6)))",4,H6
C0495,0,H12_horizon_ensemble_stability,P15_open_ast_diverse,ZScore,spread_12_vs_48,cross_symbol_rank,none,F0_calendar_blocks,"cross_symbol_rank(TSMean(ZScore(Decay(mark_index_ratio,3)),3))","cross_symbol_rank(TSMean(ZScore(Decay(mark_index_ratio,H6)),H6))",3,H6
C0495,1,H12_horizon_ensemble_stability,P15_open_ast_diverse,ZScore,spread_12_vs_48,cross_symbol_rank,none,F0_calendar_blocks,"cross_symbol_rank(Rank(TSMean(ZScore(Decay(mark_minus_index,4)),4)))","cross_symbol_rank(Rank(TSMean(ZScore(Decay(mark_minus_index,H6)),H6)))",4,H6
C0496,0,H03_basis_premium_residual,P6_funding_observable,RegimeMaskNonMay,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(latest_known_funding_rate,3)),ZScore(TSMean(funding_rate_persistence_3,5)))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(latest_known_funding_rate,H6)),ZScore(TSMean(funding_rate_persistence_3,H6)))),H6))))",5,H6
C0496,1,H03_basis_premium_residual,P6_funding_observable,RegimeMaskNonMay,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(funding_rate_z_24,4)),ZScore(TSMean(funding_rate_z_24,12)))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(funding_rate_z_24,H6)),ZScore(TSMean(funding_rate_z_24,H12)))),H6)))))",12,H12
C0497,0,H10_range_breakout_failure,P4_taker_flow,DecayZScore,H24,same_symbol_rank,none,F8_low_vol_high_liquidity,"TSMean(ZScore(Decay(taker_buy_ratio,3)),3)","TSMean(ZScore(Decay(taker_buy_ratio,H6)),H6)",3,H6
C0497,1,H10_range_breakout_failure,P4_taker_flow,DecayZScore,H24,same_symbol_rank,none,F8_low_vol_high_liquidity,"Rank(TSMean(ZScore(Decay(taker_imbalance,4)),4))","Rank(TSMean(ZScore(Decay(taker_imbalance,H6)),H6))",4,H6
C0498,0,H10_range_breakout_failure,P3_trade_size,HorizonSpread,H6,same_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(avg_trade_size_quote,5))),3))","ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(avg_trade_size_quote,H6))),H6))",5,H6
C0498,1,H10_range_breakout_failure,P3_trade_size,HorizonSpread,H6,same_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,4)),Rank(TSMean(number_of_trades,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,H6)),Rank(TSMean(number_of_trades,H12))),H6)))",12,H12
C0499,0,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,HorizonSpread,spread_6_vs_24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(mark_index_ratio,3)),Rank(TSMean(mark_index_ratio,5))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(mark_index_ratio,H6)),Rank(TSMean(mark_index_ratio,H6))),H6)))",5,H6
C0499,1,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,HorizonSpread,spread_6_vs_24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,4)),Rank(TSMean(mark_minus_index,12))),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,H6)),Rank(TSMean(mark_minus_index,H12))),H6))))",12,H12
C0500,0,H13_symbol_tier_relative,P10_price_liquidity,ResidualizeVsCore4,H48,cross_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(quote_volume_mean_24,5)))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(quote_volume_mean_24,H6)))),H6))))",5,H6
C0500,1,H13_symbol_tier_relative,P10_price_liquidity,ResidualizeVsCore4,H48,cross_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(quote_volume_mean_12,12)))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(quote_volume_mean_12,H12)))),H6)))))",12,H12
C0501,0,H10_range_breakout_failure,P15_open_ast_diverse,AbsZScore,spread_12_vs_48,same_symbol_zscore,none,F3_high_liquidity_high_vol,"TSMean(Abs(ZScore(Delta(mark_index_ratio,3))),3)","TSMean(Abs(ZScore(Delta(mark_index_ratio,H6))),H6)",3,H6
C0501,1,H10_range_breakout_failure,P15_open_ast_diverse,AbsZScore,spread_12_vs_48,same_symbol_zscore,none,F3_high_liquidity_high_vol,"Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,4))),4))","Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,H6))),H6))",4,H6
C0502,0,H12_horizon_ensemble_stability,P3_trade_size,SubRank,ensemble_6_12_24_48,same_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(quote_asset_volume,5))),3))","ResidualizeVsCore4(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(quote_asset_volume,H6))),H6))",5,H6
C0502,1,H12_horizon_ensemble_stability,P3_trade_size,SubRank,ensemble_6_12_24_48,same_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,4)),Rank(TSMean(number_of_trades,12))),4)))","ResidualizeVsCore4(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,H6)),Rank(TSMean(number_of_trades,H12))),H6)))",12,H12
C0503,0,H13_symbol_tier_relative,P1_range_volatility,MulRankRank,H6,cross_symbol_rank,Core4,F5_funding_neutral,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(hl_range,3)),Rank(TSMean(realized_vol_24,5))),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(hl_range,H6)),Rank(TSMean(realized_vol_24,H6))),H6)))",5,H6
C0503,1,H13_symbol_tier_relative,P1_range_volatility,MulRankRank,H6,cross_symbol_rank,Core4,F5_funding_neutral,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(realized_vol_6,4)),Rank(TSMean(hl_range,12))),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(realized_vol_6,H6)),Rank(TSMean(hl_range,H12))),H6))))",12,H12
C0504,0,H09_trend_reversal_horizon_mix,P11_volatility_basis,HorizonSpread,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_12,3)),Rank(TSMean(realized_vol_12,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_12,H6)),Rank(TSMean(realized_vol_12,H6))),H6))))",5,H6
C0504,1,H09_trend_reversal_horizon_mix,P11_volatility_basis,HorizonSpread,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(realized_vol_24,4)),Rank(TSMean(realized_vol_24,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(realized_vol_24,H6)),Rank(TSMean(realized_vol_24,H12))),H6)))))",12,H12
C0505,0,H11_regime_conditional_non_may,P9_price_basis,RegimeMaskNonMay,mixed_12_48,cross_symbol_zscore,none,F3_high_liquidity_high_vol,"cross_symbol_zscore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(premium_index,5)))),3))","cross_symbol_zscore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(premium_index,H6)))),H6))",5,H6
C0505,1,H11_regime_conditional_non_may,P9_price_basis,RegimeMaskNonMay,mixed_12_48,cross_symbol_zscore,none,F3_high_liquidity_high_vol,"cross_symbol_zscore(Rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))","cross_symbol_zscore(Rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))",12,H12
C0506,0,H00_low_turnover_robust,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(ret_6,3))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6))))",3,H6
