ordinal,token_id,field_id,token_kind,context_id,family,expression,base_dependencies,feature_available_lag_bars,alignment_shift_bars,execution_semantics,authority_ref,finite_ratio,finite_rows,variance,nonzero_ratio_of_finite,minimum,maximum,input_gradient_mean_abs,first_layer_weight_update_mean_abs,ablation_prediction_change_mean_abs,check_materialized,check_finite_adequacy,check_value_variation,check_gradient_reachable,check_parameter_updated,check_prediction_sensitive,consumption_pass
111,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,72)",['agg_quantity_sum_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,56284130292326.79,1.0,-43806352.0,51445320.0,0.0053148455917835236,0.03859233483672142,0.0001541128585813567,True,True,True,True,True,True,True
112,FIELD:agg_quantity_sum_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,136564551717929.25,1.0,46811.9765625,65588640.0,0.0038641784340143204,0.029660871252417564,0.0026347900275141,True,True,True,True,True,True,True
113,FIELD:agg_quantity_sum_24h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_24h,4)",['agg_quantity_sum_24h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9961080586080586,13053,139330141014398.12,1.0,36832.875,69287056.0,0.004274334758520126,0.029659129679203033,0.002431404311209917,True,True,True,True,True,True,True
114,FIELD:agg_quantity_sum_24h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_24h,24))",['agg_quantity_sum_24h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,0.6666666665087875,1.0,-0.8724279999732971,1.1537505388259888,0.0037815847899764776,0.02952936291694641,0.0019558831118047237,True,True,True,True,True,True,True
115,FIELD:agg_quantity_sum_24h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_24h,72))",['agg_quantity_sum_24h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9759615384615384,12789,0.6666666655015042,1.0,-0.8446027636528015,1.1532741785049438,0.004149024374783039,0.029573362320661545,0.00332225626334548,True,True,True,True,True,True,True
116,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,93979.76878378834,1.0,-1257.5396728515625,1874.77587890625,0.005004233215004206,0.04439874738454819,0.002138623734936118,True,True,True,True,True,True,True
117,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,286233.05628416187,1.0,-2495.693115234375,3300.30517578125,0.009133433923125267,0.04649479687213898,0.006598598323762417,True,True,True,True,True,True,True
118,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,4)",['agg_close_to_open_bps_sum_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,48396.921624537244,1.0,-1550.37890625,1689.1083984375,0.003743609180673957,0.04463707283139229,0.0014104233123362064,True,True,True,True,True,True,True
119,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,72)",['agg_close_to_open_bps_sum_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,250033.7381957486,1.0,-3176.5517578125,2384.6640625,0.007848675362765789,0.0428299754858017,0.0020983917638659477,True,True,True,True,True,True,True
120,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,85582.43302770387,1.0,-1291.095947265625,1802.6961669921875,0.0036012441851198673,0.044542111456394196,0.0021258469205349684,True,True,True,True,True,True,True
