semantic_pair,decision,count
placebo|basis_premium_like,A7LS18a7ls18_s136_NUMERIC_CLUE,179
placebo|basis_premium_like,A7LS18a7ls18_s137_NUMERIC_CLUE,178
regime_state|price_like,A7LS18a7ls18_s143_RANK_LABEL_DIAGNOSTIC_CLUE,178
positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s126_ONE_BAR_LAG_FRAGILE,175
price_like,A7LS18a7ls18_s042_RANK_LABEL_DIAGNOSTIC_CLUE,172
volatility_like|regime_state,HOLD_A7LS18a7ls18_s044_CONTROL_DOMINATED,167
basis_premium_like|funding_state_like,HOLD_A7LS18a7ls18_s047_CONTROL_DOMINATED,160
low_prior_axes|price_like,A7LS18a7ls18_s135_RANK_LABEL_DIAGNOSTIC_CLUE,159
open_interest_like|liquidity_rank_active_universe|positioning_like,HOLD_A7LS18a7ls18_s040_PRE_MAY_UNSTABLE,153
price_like|volatility_like,A7LS18a7ls18_s086_RANK_LABEL_DIAGNOSTIC_CLUE,153
basis_premium_like|listing_age_like,HOLD_A7LS18a7ls18_s049_ONE_BAR_LAG_FRAGILE,151
basis_premium_like|listing_age_like,HOLD_A7LS18a7ls18_s012_ONE_BAR_LAG_FRAGILE,147
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s094_CONTROL_DOMINATED,146
positioning_like|volatility_like,A7LS18a7ls18_s077_RANK_LABEL_DIAGNOSTIC_CLUE,145
basis_premium_like|volatility_like,A7LS18a7ls18_s032_RANK_LABEL_DIAGNOSTIC_CLUE,145
open_interest_like|age_x_liquidity|positioning_like,HOLD_A7LS18a7ls18_s040_PRE_MAY_UNSTABLE,145
basis_premium_like|taker_flow_like,HOLD_A7LS18a7ls18_s052_ONE_BAR_LAG_FRAGILE,143
basis_premium|basis_premium|volatility_like,HOLD_A7LS18a7ls18_s035_CONTROL_DOMINATED,142
price_like|liquidity_like,A7LS18a7ls18_s080_RANK_LABEL_DIAGNOSTIC_CLUE,141
volatility_like|liquidity_like,A7LS18a7ls18_s146_RANK_LABEL_DIAGNOSTIC_CLUE,141
placebo|price_like,HOLD_A7LS18a7ls18_s139_ONE_BAR_LAG_FRAGILE,140
listing_age_like|regime_state,HOLD_A7LS18a7ls18_s064_CONTROL_DOMINATED,140
basis_premium_like,A7LS18a7ls18_s002_NUMERIC_CLUE,140
open_interest_like|liquidity_rank_active_universe|volatility_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,138
positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s124_ONE_BAR_LAG_FRAGILE,137
basis_premium_like|price_like,A7LS18a7ls18_s028_RANK_LABEL_DIAGNOSTIC_CLUE,137
basis_premium_like|taker_flow_like,HOLD_A7LS18a7ls18_s051_ONE_BAR_LAG_FRAGILE,136
basis_premium|basis_premium|basis_premium_like,HOLD_A7LS18a7ls18_s035_CONTROL_DOMINATED,135
basis_premium_like|age_x_volatility|positioning_like,HOLD_A7LS18a7ls18_s006_CONTROL_DOMINATED,134
positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s125_ONE_BAR_LAG_FRAGILE,133
low_prior_axes|basis_premium_like,A7LS18a7ls18_s133_NUMERIC_CLUE,133
basis_premium_like|age_x_volatility|liquidity_like,HOLD_A7LS18a7ls18_s005_CONTROL_DOMINATED,131
funding_state_like|listing_age_like,HOLD_A7LS18a7ls18_s056_CONTROL_DOMINATED,131
placebo|price_like,A7LS18a7ls18_s140_NUMERIC_CLUE,130
basis_premium_like|price_like,A7LS18a7ls18_s025_RANK_LABEL_DIAGNOSTIC_CLUE,130
volatility_like|volume_volatility_ratio_168h|listing_age_like,A7LS18a7ls18_s046_RANK_LABEL_DIAGNOSTIC_CLUE,130
regime_state|price_like,A7LS18a7ls18_s142_RANK_LABEL_DIAGNOSTIC_CLUE,130
placebo|price_like,HOLD_A7LS18a7ls18_s141_ONE_BAR_LAG_FRAGILE,130
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s098_ONE_BAR_LAG_FRAGILE,129
price_like|listing_age_like,A7LS18a7ls18_s081_RANK_LABEL_DIAGNOSTIC_CLUE,127
placebo|basis_premium_like,A7LS18a7ls18_s138_NUMERIC_CLUE,126
basis_premium|positioning_flow|basis_premium_like,HOLD_A7LS18a7ls18_s035_CONTROL_DOMINATED,126
basis_premium_like,A7LS18a7ls18_s003_NUMERIC_CLUE,126
open_interest_like|positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,125
placebo|price_like,A7LS18a7ls18_s138_RANK_LABEL_DIAGNOSTIC_CLUE,125
funding_state_like|regime_state,HOLD_A7LS18a7ls18_s058_CONTROL_DOMINATED,125
open_interest_like|age_x_liquidity|liquidity_like,HOLD_A7LS18a7ls18_s039_PRE_MAY_UNSTABLE,124
price_like,A7LS18a7ls18_s077_RANK_LABEL_DIAGNOSTIC_CLUE,123
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s022_ONE_BAR_LAG_FRAGILE,121
price_like|taker_flow_like,A7LS18a7ls18_s085_RANK_LABEL_DIAGNOSTIC_CLUE,120
basis_premium_like|open_interest_like,HOLD_A7LS18a7ls18_s050_ONE_BAR_LAG_FRAGILE,120
open_interest_like|positioning_like|positioning_like,HOLD_A7LS18a7ls18_s040_PRE_MAY_UNSTABLE,117
listing_age_like|liquidity_like,HOLD_A7LS18a7ls18_s106_CONTROL_DOMINATED,116
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s020_ONE_BAR_LAG_FRAGILE,115
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s007_ONE_BAR_LAG_FRAGILE,115
basis_premium_like|funding_state_like,HOLD_A7LS18a7ls18_s048_ONE_BAR_LAG_FRAGILE,114
price_like|listing_age_like,A7LS18a7ls18_s082_RANK_LABEL_DIAGNOSTIC_CLUE,114
volatility_like|liquidity_like,A7LS18a7ls18_s144_RANK_LABEL_DIAGNOSTIC_CLUE,112
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s033_ONE_BAR_LAG_FRAGILE,107
volatility_like|liquidity_rank_active_universe|volatility_like,HOLD_A7LS18a7ls18_s044_CONTROL_DOMINATED,107
basis_premium_like|price_like,A7LS18a7ls18_s027_RANK_LABEL_DIAGNOSTIC_CLUE,107
placebo|basis_premium_like,A7LS18a7ls18_s135_RANK_LABEL_DIAGNOSTIC_CLUE,106
placebo|price_like,A7LS18a7ls18_s139_NUMERIC_CLUE,106
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s048_ONE_BAR_LAG_FRAGILE,105
low_prior_axes|basis_premium_like,A7LS18a7ls18_s132_NUMERIC_CLUE,104
basis_premium_like|liquidity_like,A7LS18a7ls18_s010_RANK_LABEL_DIAGNOSTIC_CLUE,103
listing_age_like|regime_state|regime_state,A7LS18a7ls18_s039_RANK_LABEL_DIAGNOSTIC_CLUE,102
basis_premium_like|price_like,A7LS18a7ls18_s026_NUMERIC_CLUE,102
basis_premium_like,A7LS18a7ls18_s004_NUMERIC_CLUE,101
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s050_ONE_BAR_LAG_FRAGILE,101
volatility_like|liquidity_like,A7LS18a7ls18_s145_RANK_LABEL_DIAGNOSTIC_CLUE,101
price_like|basis_premium_like,HOLD_A7LS18a7ls18_s079_ONE_BAR_LAG_FRAGILE,101
funding_state_like,HOLD_A7LS18a7ls18_s052_CONTROL_DOMINATED,100
basis_premium_like|liquidity_like,A7LS18a7ls18_s008_NUMERIC_CLUE,99
placebo|price_like,A7LS18a7ls18_s141_NUMERIC_CLUE,99
basis_premium_like|positioning_like,A7LS18a7ls18_s019_NUMERIC_CLUE,99
open_interest_like|liquidity_rank_active_universe|liquidity_like,HOLD_A7LS18a7ls18_s040_PRE_MAY_UNSTABLE,98
basis_premium_like|price_like,A7LS18a7ls18_s025_NUMERIC_CLUE,98
basis_premium_like|liquidity_like,A7LS18a7ls18_s010_NUMERIC_CLUE,98
price_like|open_interest_like,A7LS18a7ls18_s082_RANK_LABEL_DIAGNOSTIC_CLUE,98
basis_premium_like|volatility_like,A7LS18a7ls18_s030_NUMERIC_CLUE,94
basis_premium_like|listing_age_like,A7LS18a7ls18_s013_NUMERIC_CLUE,94
listing_age_like|regime_state|liquidity_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,94
basis_premium_like|open_interest_like,HOLD_A7LS18a7ls18_s049_ONE_BAR_LAG_FRAGILE,93
basis_premium_like|listing_age_like,A7LS18a7ls18_s016_NUMERIC_CLUE,92
basis_premium_like|liquidity_like,A7LS18a7ls18_s011_RANK_LABEL_DIAGNOSTIC_CLUE,91
basis_premium|positioning_flow|listing_age_like,A7LS18a7ls18_s036_RANK_LABEL_DIAGNOSTIC_CLUE,91
funding_state_like|volatility_like,A7LS18a7ls18_s059_RANK_LABEL_DIAGNOSTIC_CLUE,90
basis_premium_like|positioning_like,A7LS18a7ls18_s021_NUMERIC_CLUE,90
listing_age_like|liquidity_like,A7LS18a7ls18_s104_RANK_LABEL_DIAGNOSTIC_CLUE,90
basis_premium_like|price_like,A7LS18a7ls18_s029_RANK_LABEL_DIAGNOSTIC_CLUE,87
funding_state_like|taker_flow_like,HOLD_A7LS18a7ls18_s059_CONTROL_DOMINATED,87
open_interest_like|age_x_liquidity|regime_state,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,86
basis_premium_like,A7LS18a7ls18_s005_NUMERIC_CLUE,86
liquidity_like,A7LS18a7ls18_s060_RANK_LABEL_DIAGNOSTIC_CLUE,86
basis_premium_like,A7LS18a7ls18_s002_RANK_LABEL_DIAGNOSTIC_CLUE,86
placebo|price_like,A7LS18a7ls18_s138_NUMERIC_CLUE,86
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s031_ONE_BAR_LAG_FRAGILE,85
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s097_ONE_BAR_LAG_FRAGILE,84
positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s123_ONE_BAR_LAG_FRAGILE,84
placebo|basis_premium_like,A7LS18a7ls18_s135_NUMERIC_CLUE,83
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s052_ONE_BAR_LAG_FRAGILE,83
open_interest_like|positioning_like|liquidity_like,HOLD_A7LS18a7ls18_s040_PRE_MAY_UNSTABLE,83
basis_premium_like|age_x_volatility|basis_premium_like,HOLD_A7LS18a7ls18_s005_ONE_BAR_LAG_FRAGILE,82
basis_premium_like|positioning_like,A7LS18a7ls18_s023_NUMERIC_CLUE,81
price_like|positioning_like,A7LS18a7ls18_s083_RANK_LABEL_DIAGNOSTIC_CLUE,80
basis_premium_like|liquidity_like,A7LS18a7ls18_s009_NUMERIC_CLUE,80
basis_premium|positioning_flow|listing_age_like,A7LS18a7ls18_s036_NUMERIC_CLUE,79
placebo|price_like,HOLD_A7LS18a7ls18_s138_ONE_BAR_LAG_FRAGILE,78
basis_premium_like|volatility_like,A7LS18a7ls18_s034_RANK_LABEL_DIAGNOSTIC_CLUE,78
basis_premium_like|price_like,A7LS18a7ls18_s028_NUMERIC_CLUE,77
open_interest_like|age_x_liquidity|listing_age_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,77
price_like|basis_premium_like,A7LS18a7ls18_s079_RANK_LABEL_DIAGNOSTIC_CLUE,77
positioning_like|basis_premium_like,A7LS18a7ls18_s125_NUMERIC_CLUE,77
basis_premium_like|price_like,HOLD_A7LS18a7ls18_s023_CONTROL_DOMINATED,77
funding_state_like|regime_state,HOLD_A7LS18a7ls18_s057_CONTROL_DOMINATED,77
listing_age_like|basis_premium_like,HOLD_A7LS18a7ls18_s101_CONTROL_DOMINATED,77
volatility_like|positioning_like,HOLD_A7LS18a7ls18_s044_CONTROL_DOMINATED,76
basis_premium_like|volatility_like,A7LS18a7ls18_s031_RANK_LABEL_DIAGNOSTIC_CLUE,76
open_interest_like|age_x_liquidity|basis_premium_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,76
taker_flow_like|liquidity_like,A7LS18a7ls18_s089_RANK_LABEL_DIAGNOSTIC_CLUE,76
basis_premium_like,A7LS18a7ls18_s000_NUMERIC_CLUE,76
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s096_ONE_BAR_LAG_FRAGILE,75
basis_premium_like,A7LS18a7ls18_s004_RANK_LABEL_DIAGNOSTIC_CLUE,75
basis_premium_like|volatility_like,A7LS18a7ls18_s034_NUMERIC_CLUE,75
basis_premium_like|listing_age_like,A7LS18a7ls18_s013_RANK_LABEL_DIAGNOSTIC_CLUE,75
price_like|basis_premium_like,A7LS18a7ls18_s078_RANK_LABEL_DIAGNOSTIC_CLUE,74
listing_age_like|basis_premium_like,A7LS18a7ls18_s099_NUMERIC_CLUE,74
volatility_like|listing_age_like,A7LS18a7ls18_s044_RANK_LABEL_DIAGNOSTIC_CLUE,74
basis_premium_like|positioning_like,A7LS18a7ls18_s022_NUMERIC_CLUE,74
volatility_like,A7LS18a7ls18_s042_RANK_LABEL_DIAGNOSTIC_CLUE,73
basis_premium_like|listing_age_like,A7LS18a7ls18_s016_RANK_LABEL_DIAGNOSTIC_CLUE,73
low_prior_axes|price_like,A7LS18a7ls18_s133_RANK_LABEL_DIAGNOSTIC_CLUE,72
basis_premium_like|listing_age_like,A7LS18a7ls18_s014_NUMERIC_CLUE,72
open_interest_like|volatility_like,A7LS18a7ls18_s071_RANK_LABEL_DIAGNOSTIC_CLUE,72
basis_premium_like|price_like,A7LS18a7ls18_s024_RANK_LABEL_DIAGNOSTIC_CLUE,72
basis_premium_like|listing_age_like,A7LS18a7ls18_s015_NUMERIC_CLUE,72
basis_premium_like|volatility_like,A7LS18a7ls18_s030_RANK_LABEL_DIAGNOSTIC_CLUE,70
volatility_like|listing_age_like,A7LS18a7ls18_s094_RANK_LABEL_DIAGNOSTIC_CLUE,70
basis_premium_like,A7LS18a7ls18_s047_NUMERIC_CLUE,70
listing_age_like|regime_state|positioning_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,69
price_like|positioning_like,A7LS18a7ls18_s084_RANK_LABEL_DIAGNOSTIC_CLUE,68
basis_premium|positioning_flow|basis_premium_like,HOLD_A7LS18a7ls18_s036_ONE_BAR_LAG_FRAGILE,68
positioning_like|basis_premium_like,A7LS18a7ls18_s125_RANK_LABEL_DIAGNOSTIC_CLUE,68
basis_premium_like,A7LS18a7ls18_s001_NUMERIC_CLUE,68
price_like|liquidity_like,A7LS18a7ls18_s081_RANK_LABEL_DIAGNOSTIC_CLUE,67
basis_premium_like|listing_age_like,A7LS18a7ls18_s017_NUMERIC_CLUE,67
price_like|open_interest_like,A7LS18a7ls18_s083_RANK_LABEL_DIAGNOSTIC_CLUE,67
basis_premium_like|listing_age_like,A7LS18a7ls18_s018_NUMERIC_CLUE,67
liquidity_like|volatility_like,A7LS18a7ls18_s063_RANK_LABEL_DIAGNOSTIC_CLUE,67
open_interest_like|liquidity_rank_active_universe|listing_age_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,65
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s051_ONE_BAR_LAG_FRAGILE,65
basis_premium_like|regime_state,HOLD_A7LS18a7ls18_s051_ONE_BAR_LAG_FRAGILE,65
positioning_like|basis_premium_like,A7LS18a7ls18_s126_RANK_LABEL_DIAGNOSTIC_CLUE,63
price_like,HOLD_A7LS18a7ls18_s078_ONE_BAR_LAG_FRAGILE,62
basis_premium|positioning_flow|liquidity_like,HOLD_A7LS18a7ls18_s036_CONTROL_DOMINATED,62
positioning_like|taker_flow_like,HOLD_A7LS18a7ls18_s132_PRE_MAY_UNSTABLE,62
basis_premium_like|listing_age_like,A7LS18a7ls18_s017_RANK_LABEL_DIAGNOSTIC_CLUE,61
basis_premium_like|volatility_like,A7LS18a7ls18_s052_RANK_LABEL_DIAGNOSTIC_CLUE,61
basis_premium_like,A7LS18a7ls18_s003_RANK_LABEL_DIAGNOSTIC_CLUE,60
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s035_ONE_BAR_LAG_FRAGILE,60
positioning_like|taker_flow_like,A7LS18a7ls18_s130_RANK_LABEL_DIAGNOSTIC_CLUE,60
basis_premium_like|price_like,A7LS18a7ls18_s029_NUMERIC_CLUE,60
basis_premium_like|price_like,A7LS18a7ls18_s024_NUMERIC_CLUE,60
basis_premium_like|liquidity_like,A7LS18a7ls18_s008_RANK_LABEL_DIAGNOSTIC_CLUE,59
placebo|basis_premium_like,HOLD_A7LS18a7ls18_s135_ONE_BAR_LAG_FRAGILE,59
basis_premium_like|positioning_like,A7LS18a7ls18_s021_RANK_LABEL_DIAGNOSTIC_CLUE,58
volatility_like|liquidity_rank_active_universe|basis_premium_like,HOLD_A7LS18a7ls18_s043_ONE_BAR_LAG_FRAGILE,58
basis_premium_like|positioning_like,A7LS18a7ls18_s022_RANK_LABEL_DIAGNOSTIC_CLUE,57
basis_premium_like,A7LS18a7ls18_s001_RANK_LABEL_DIAGNOSTIC_CLUE,56
volatility_like|liquidity_like,A7LS18a7ls18_s143_RANK_LABEL_DIAGNOSTIC_CLUE,56
basis_premium_like|price_like,A7LS18a7ls18_s026_RANK_LABEL_DIAGNOSTIC_CLUE,56
taker_flow_like|listing_age_like,HOLD_A7LS18a7ls18_s091_PRE_MAY_UNSTABLE,56
basis_premium_like|listing_age_like,A7LS18a7ls18_s012_NUMERIC_CLUE,56
basis_premium_like|age_x_volatility|listing_age_like,A7LS18a7ls18_s005_NUMERIC_CLUE,55
volatility_like|liquidity_rank_active_universe|liquidity_like,HOLD_A7LS18a7ls18_s043_CONTROL_DOMINATED,55
basis_premium_like|positioning_like,A7LS18a7ls18_s020_NUMERIC_CLUE,54
price_like|funding_state_like,A7LS18a7ls18_s079_RANK_LABEL_DIAGNOSTIC_CLUE,54
volatility_like,A7LS18a7ls18_s092_RANK_LABEL_DIAGNOSTIC_CLUE,54
liquidity_like,HOLD_A7LS18a7ls18_s059_CONTROL_DOMINATED,54
open_interest_like|age_x_liquidity|volatility_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,53
low_prior_axes|price_like,HOLD_A7LS18a7ls18_s134_ONE_BAR_LAG_FRAGILE,53
open_interest_like|age_x_liquidity|listing_age_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,52
basis_premium|positioning_flow|positioning_like,HOLD_A7LS18a7ls18_s036_CONTROL_DOMINATED,52
basis_premium_like|liquidity_like,A7LS18a7ls18_s009_RANK_LABEL_DIAGNOSTIC_CLUE,52
open_interest_like|positioning_like|liquidity_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,52
placebo|basis_premium_like,A7LS18a7ls18_s138_RANK_LABEL_DIAGNOSTIC_CLUE,52
basis_premium_like|liquidity_like,A7LS18a7ls18_s011_NUMERIC_CLUE,51
low_prior_axes|basis_premium_like,A7LS18a7ls18_s133_RANK_LABEL_DIAGNOSTIC_CLUE,51
low_prior_axes|price_like,A7LS18a7ls18_s135_NUMERIC_CLUE,51
basis_premium_like|liquidity_like,A7LS18a7ls18_s012_RANK_LABEL_DIAGNOSTIC_CLUE,51
basis_premium_like,A7LS18a7ls18_s047_RANK_LABEL_DIAGNOSTIC_CLUE,50
basis_premium_like|listing_age_like,A7LS18a7ls18_s015_RANK_LABEL_DIAGNOSTIC_CLUE,49
volatility_like|volume_volatility_ratio_168h|volatility_like,A7LS18a7ls18_s047_RANK_LABEL_DIAGNOSTIC_CLUE,49
volatility_like|liquidity_like,HOLD_A7LS18a7ls18_s043_CONTROL_DOMINATED,49
basis_premium_like|volatility_like,A7LS18a7ls18_s032_NUMERIC_CLUE,48
open_interest_like|positioning_like,A7LS18a7ls18_s111_RANK_LABEL_DIAGNOSTIC_CLUE,47
volatility_like|volume_volatility_ratio_168h|regime_state,A7LS18a7ls18_s046_NUMERIC_CLUE,47
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s049_ONE_BAR_LAG_FRAGILE,46
basis_premium_like|age_x_volatility|regime_state,A7LS18a7ls18_s006_RANK_LABEL_DIAGNOSTIC_CLUE,46
basis_premium_like|age_x_volatility|listing_age_like,A7LS18a7ls18_s006_RANK_LABEL_DIAGNOSTIC_CLUE,46
basis_premium_like|funding_state_like,A7LS18a7ls18_s048_RANK_LABEL_DIAGNOSTIC_CLUE,46
listing_age_like|liquidity_like,A7LS18a7ls18_s103_RANK_LABEL_DIAGNOSTIC_CLUE,46
basis_premium_like|liquidity_like,A7LS18a7ls18_s007_NUMERIC_CLUE,46
positioning_like|basis_premium_like,A7LS18a7ls18_s126_NUMERIC_CLUE,46
basis_premium_like|price_like,A7LS18a7ls18_s027_NUMERIC_CLUE,45
basis_premium_like|liquidity_like,A7LS18a7ls18_s012_NUMERIC_CLUE,45
basis_premium_like|positioning_like,A7LS18a7ls18_s023_RANK_LABEL_DIAGNOSTIC_CLUE,45
listing_age_like|basis_premium_like,HOLD_A7LS18a7ls18_s100_ONE_BAR_LAG_FRAGILE,45
open_interest_like|taker_flow_like,A7LS18a7ls18_s120_RANK_LABEL_DIAGNOSTIC_CLUE,44
taker_flow_like|listing_age_like,HOLD_A7LS18a7ls18_s089_CONTROL_DOMINATED,44
basis_premium|basis_premium|liquidity_like,HOLD_A7LS18a7ls18_s035_CONTROL_DOMINATED,44
funding_state_like|basis_premium_like,A7LS18a7ls18_s097_RANK_LABEL_DIAGNOSTIC_CLUE,44
price_like,HOLD_A7LS18a7ls18_s042_ONE_BAR_LAG_FRAGILE,44
basis_premium_like|listing_age_like,A7LS18a7ls18_s049_NUMERIC_CLUE,43
basis_premium|basis_premium|positioning_like,HOLD_A7LS18a7ls18_s035_CONTROL_DOMINATED,43
basis_premium_like|funding_state_like,A7LS18a7ls18_s048_NUMERIC_CLUE,43
low_prior_axes|basis_premium_like,A7LS18a7ls18_s132_RANK_LABEL_DIAGNOSTIC_CLUE,43
listing_age_like|regime_state|volatility_like,A7LS18a7ls18_s039_RANK_LABEL_DIAGNOSTIC_CLUE,42
low_prior_axes|price_like,HOLD_A7LS18a7ls18_s135_ONE_BAR_LAG_FRAGILE,42
open_interest_like|liquidity_rank_active_universe|basis_premium_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,42
open_interest_like|liquidity_like,A7LS18a7ls18_s067_RANK_LABEL_DIAGNOSTIC_CLUE,42
basis_premium_like|taker_flow_like,A7LS18a7ls18_s051_NUMERIC_CLUE,42
open_interest_like|liquidity_rank_active_universe|liquidity_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,42
open_interest_like|positioning_like,A7LS18a7ls18_s114_RANK_LABEL_DIAGNOSTIC_CLUE,42
basis_premium_like,A7LS18a7ls18_s005_RANK_LABEL_DIAGNOSTIC_CLUE,41
taker_flow_like|volatility_like,A7LS18a7ls18_s091_RANK_LABEL_DIAGNOSTIC_CLUE,41
regime_state|price_like,A7LS18a7ls18_s143_NUMERIC_CLUE,41
open_interest_like|positioning_like,A7LS18a7ls18_s111_NUMERIC_CLUE,41
listing_age_like|basis_premium_like,A7LS18a7ls18_s099_RANK_LABEL_DIAGNOSTIC_CLUE,41
open_interest_like|positioning_like|regime_state,HOLD_A7LS18a7ls18_s041_CONTROL_DOMINATED,41
open_interest_like|taker_flow_like,A7LS18a7ls18_s121_RANK_LABEL_DIAGNOSTIC_CLUE,41
open_interest_like|taker_flow_like,A7LS18a7ls18_s118_RANK_LABEL_DIAGNOSTIC_CLUE,41
basis_premium_like|positioning_like,A7LS18a7ls18_s019_RANK_LABEL_DIAGNOSTIC_CLUE,40
basis_premium_like|positioning_like,A7LS18a7ls18_s050_NUMERIC_CLUE,40
price_like|basis_premium_like,HOLD_A7LS18a7ls18_s078_ONE_BAR_LAG_FRAGILE,40
placebo|price_like,HOLD_A7LS18a7ls18_s142_PRE_MAY_UNSTABLE,40
price_like|funding_state_like,A7LS18a7ls18_s080_RANK_LABEL_DIAGNOSTIC_CLUE,40
listing_age_like|basis_premium_like,A7LS18a7ls18_s100_NUMERIC_CLUE,40
regime_state|price_like,HOLD_A7LS18a7ls18_s143_ONE_BAR_LAG_FRAGILE,39
liquidity_like|listing_age_like,A7LS18a7ls18_s061_RANK_LABEL_DIAGNOSTIC_CLUE,39
listing_age_like|liquidity_like,A7LS18a7ls18_s102_RANK_LABEL_DIAGNOSTIC_CLUE,39
basis_premium_like|listing_age_like,A7LS18a7ls18_s014_RANK_LABEL_DIAGNOSTIC_CLUE,38
basis_premium_like|funding_state_like,HOLD_A7LS18a7ls18_s047_ONE_BAR_LAG_FRAGILE,38
low_prior_axes|price_like,A7LS18a7ls18_s134_NUMERIC_CLUE,38
price_like|taker_flow_like,A7LS18a7ls18_s084_RANK_LABEL_DIAGNOSTIC_CLUE,37
open_interest_like,A7LS18a7ls18_s065_RANK_LABEL_DIAGNOSTIC_CLUE,37
volatility_like|liquidity_rank_active_universe|positioning_like,HOLD_A7LS18a7ls18_s044_CONTROL_DOMINATED,37
regime_state|price_like,A7LS18a7ls18_s142_NUMERIC_CLUE,36
basis_premium_like,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,36
basis_premium_like|taker_flow_like,A7LS18a7ls18_s052_RANK_LABEL_DIAGNOSTIC_CLUE,36
positioning_like|taker_flow_like,A7LS18a7ls18_s131_RANK_LABEL_DIAGNOSTIC_CLUE,36
basis_premium|positioning_flow|regime_state,HOLD_A7LS18a7ls18_s036_CONTROL_DOMINATED,36
open_interest_like|positioning_like,A7LS18a7ls18_s069_RANK_LABEL_DIAGNOSTIC_CLUE,35
positioning_like|taker_flow_like,A7LS18a7ls18_s129_RANK_LABEL_DIAGNOSTIC_CLUE,35
volatility_like|liquidity_rank_active_universe|listing_age_like,HOLD_A7LS18a7ls18_s044_CONTROL_DOMINATED,35
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s018_ONE_BAR_LAG_FRAGILE,35
basis_premium_like|open_interest_like,A7LS18a7ls18_s049_NUMERIC_CLUE,35
open_interest_like|positioning_like|listing_age_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,34
funding_state_like|basis_premium_like,A7LS18a7ls18_s098_NUMERIC_CLUE,34
volatility_like|listing_age_like,A7LS18a7ls18_s093_RANK_LABEL_DIAGNOSTIC_CLUE,34
price_like|regime_state,A7LS18a7ls18_s084_RANK_LABEL_DIAGNOSTIC_CLUE,33
positioning_like|taker_flow_like,A7LS18a7ls18_s076_RANK_LABEL_DIAGNOSTIC_CLUE,33
price_like|volatility_like,A7LS18a7ls18_s085_RANK_LABEL_DIAGNOSTIC_CLUE,33
positioning_like|liquidity_like,A7LS18a7ls18_s074_RANK_LABEL_DIAGNOSTIC_CLUE,33
positioning_like|taker_flow_like,HOLD_A7LS18a7ls18_s126_CONTROL_DOMINATED,33
liquidity_like|volatility_like,A7LS18a7ls18_s062_RANK_LABEL_DIAGNOSTIC_CLUE,33
positioning_like|basis_premium_like,A7LS18a7ls18_s123_NUMERIC_CLUE,33
funding_state_like|taker_flow_like,A7LS18a7ls18_s058_RANK_LABEL_DIAGNOSTIC_CLUE,32
basis_premium_like|open_interest_like,A7LS18a7ls18_s050_RANK_LABEL_DIAGNOSTIC_CLUE,32
listing_age_like|basis_premium_like,A7LS18a7ls18_s100_RANK_LABEL_DIAGNOSTIC_CLUE,32
positioning_like|taker_flow_like,HOLD_A7LS18a7ls18_s132_CONTROL_DOMINATED,32
open_interest_like|listing_age_like,A7LS18a7ls18_s068_RANK_LABEL_DIAGNOSTIC_CLUE,32
open_interest_like|funding_state_like,A7LS18a7ls18_s108_RANK_LABEL_DIAGNOSTIC_CLUE,31
volatility_like|regime_state,A7LS18a7ls18_s044_RANK_LABEL_DIAGNOSTIC_CLUE,31
