static_selector_rank,candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
168,a7ab3_74d63319cb3f6786,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Decay(ZScore(realized_vol_24h),12),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_dbcc3589a0dbe876,prod_ac19445b41de76c0,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
169,a7ab3_385765bc53b6bb7b,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Sub(TSRank(realized_vol_168h,72),Rank(realized_vol_168h))",skeleton_b1cbe6cc6bad4f18,prod_546efb995a382dc5,single_atom,True,False,A7AB4_materialization_preflight_only
170,a7ab3_8c5b70787959de8b,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)))",skeleton_6574be5f6db7bce2,prod_c34feb920bcc9694,rank_atom,True,False,A7AB4_materialization_preflight_only
171,a7ab3_435d77a15cf5f229,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Mul(Rank(realized_vol_168h),ZScore(Delta(realized_vol_168h,24))))",skeleton_cc27571b1f17020e,prod_626f3c61456b12dd,zscore_atom,True,False,A7AB4_materialization_preflight_only
172,a7ab3_6f70802ac837c854,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),Sub(TSRank(realized_vol_24h,24),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
173,a7ab3_8a6f7bf38224261e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Sub(Mean(realized_vol_168h,24),Mean(realized_vol_168h,72)),Mean(Delta(realized_vol_168h,4),72))",skeleton_9d763470c3811caf,prod_7378d8ca3214f41a,self_interaction,True,False,A7AB4_materialization_preflight_only
174,a7ab3_75c19b8120f0eb86,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,168),TSRank(realized_vol_24h,24)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
175,a7ab3_51d314d47d5514d7,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,24),Decay(realized_vol_168h,12)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
176,a7ab3_3ce43ff8d3208a0f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Mean(Delta(realized_vol_24h,4),72),12)",skeleton_791a3cbc00bffd5b,prod_1041c4f7693c27c8,decay_atom,True,False,A7AB4_materialization_preflight_only
177,a7ab3_f7ee368f9ebc8c3a,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(TSRank(Mean(realized_vol_24h,168),168),Clip(ZScore(realized_vol_24h),-3,3)))",skeleton_98d9fdb977d26ca6,prod_ab09ba760d853458,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
178,a7ab3_13f97a57d417dfd9,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,72))),Decay(Delta(realized_vol_24h,24),4)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
179,a7ab3_96c17ea16548f953,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),24),Rank(Delta(realized_vol_24h,1))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
180,a7ab3_d878859f82172107,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(Mul(TSRank(realized_vol_24h,24),ZScore(Mean(realized_vol_24h,168))),Rank(Clip(ZScore(realized_vol_24h),-3,3))))",skeleton_e52f279333afdc9d,prod_581577d7474ac034,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
181,a7ab3_dec3525d3beae5dc,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Sub(ZScore(Mean(realized_vol_24h,168)),ZScore(Mean(realized_vol_24h,4))),Rank(Delta(realized_vol_24h,24))),3)",skeleton_2c7cd176105b2194,prod_4bdd9663d0d788c1,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
182,a7ab3_fa4ca66c8c990230,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,4)),Rank(Decay(realized_vol_24h,24))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
183,a7ab3_59c83efbb7abf6f6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,24)),72))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
184,a7ab3_b656c995d34a4bce,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),4),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
185,a7ab3_9e4c76ac7a668ba0,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Winsor(Delta(realized_vol_24h,1),3)),ZScore(Decay(Delta(realized_vol_24h,1),4))))",skeleton_272214a507ab883c,prod_34a60812a4aba870,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
186,a7ab3_a79c562b9d435cd8,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
187,a7ab3_9ed2f201852c9447,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Mul(Rank(Delta(realized_vol_24h,24)),TSRank(Mean(realized_vol_24h,168),168)),ZScore(Clip(Delta(realized_vol_24h,24),-3,3))),3)",skeleton_43e74ec1ca3f49da,prod_ffdb622467824899,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
188,a7ab3_dcf97f2fae7be44c,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(realized_vol_168h,168))",skeleton_8196f9d0a18000c7,prod_b9f1187ebe10d4c5,zscore_atom,True,False,A7AB4_materialization_preflight_only
189,a7ab3_bc9beb93dde183a9,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,4))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
190,a7ab3_b9239dabd34a8973,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),24),Rank(Delta(realized_vol_168h,24))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
191,a7ab3_b5a0e56b283a3526,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Rank(Delta(realized_vol_168h,24)),Decay(ZScore(realized_vol_168h),12)))",skeleton_f2a1f4fc989ed2f7,prod_48d1a27d0fe7994f,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
192,a7ab3_a5ef2a30b67c1e36,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,4))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
193,a7ab3_3dd208ccd3f61e28,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(TSRank(Delta(realized_vol_168h,4),24),Clip(Delta(realized_vol_168h,4),-3,3)),-3,3)",skeleton_9e297cdfa8071e81,prod_0afd412dc444173b,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
194,a7ab3_146a3fbcda9eba7e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Sub(TSRank(realized_vol_168h,24),Rank(realized_vol_168h))",skeleton_b1cbe6cc6bad4f18,prod_546efb995a382dc5,single_atom,True,False,A7AB4_materialization_preflight_only
195,a7ab3_2c392281388ab106,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),Sub(TSRank(realized_vol_24h,72),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
196,a7ab3_fcb11101208738ab,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Sub(Mean(realized_vol_168h,24),Mean(realized_vol_168h,4)),Mean(Delta(realized_vol_168h,4),72))",skeleton_9d763470c3811caf,prod_7378d8ca3214f41a,self_interaction,True,False,A7AB4_materialization_preflight_only
197,a7ab3_3f7f975feb6d52ef,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,24),TSRank(realized_vol_24h,168)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
198,a7ab3_0dd5f64a2555721c,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),24),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
199,a7ab3_bc52db195ccdbdaa,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,24))),Decay(Delta(realized_vol_24h,24),24)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
200,a7ab3_50b0466b25545e35,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,24),Decay(realized_vol_168h,12)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
201,a7ab3_9d4d53f772a2ab20,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),24)),3)",skeleton_631f433b0ee241f4,prod_7b7185ad43eef39c,winsor_atom,True,False,A7AB4_materialization_preflight_only
202,a7ab3_fe688e8878861ee2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),168),Rank(Delta(realized_vol_24h,24))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
203,a7ab3_c996c77155433d69,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Sub(ZScore(Delta(realized_vol_168h,1)),ZScore(Delta(realized_vol_168h,24)))",skeleton_85fc7254db9ccb56,prod_dbbbc3eb9cbc24cd,single_atom,True,False,A7AB4_materialization_preflight_only
204,a7ab3_58ce3b15036ed04d,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,168)),168))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
205,a7ab3_c78460f70e358be7,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),4),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
206,a7ab3_83e617d4e0525441,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Winsor(Delta(realized_vol_24h,1),3)),ZScore(Decay(Delta(realized_vol_24h,1),24))))",skeleton_272214a507ab883c,prod_34a60812a4aba870,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
207,a7ab3_3ecde9c431a92051,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
208,a7ab3_a6fe711bd6f31aef,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(realized_vol_168h,24))",skeleton_8196f9d0a18000c7,prod_b9f1187ebe10d4c5,zscore_atom,True,False,A7AB4_materialization_preflight_only
209,a7ab3_b5f0e01f7f103d7f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,4))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
210,a7ab3_e57b8249d79c3690,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,24))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
211,a7ab3_6055da5775fe9f53,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Sub(Mean(realized_vol_168h,24),Mean(realized_vol_168h,168)),Mean(Delta(realized_vol_168h,4),72))",skeleton_9d763470c3811caf,prod_7378d8ca3214f41a,self_interaction,True,False,A7AB4_materialization_preflight_only
212,a7ab3_6eb23cd8ce4aeef1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,4)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
213,a7ab3_14440d6fa9db7f6f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,4))),Decay(Delta(realized_vol_24h,24),4)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
214,a7ab3_e5177d0865031558,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),24),Rank(Delta(realized_vol_24h,24))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
215,a7ab3_8704dea9ce7f02a4,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Mul(Decay(realized_vol_168h,24),ZScore(Delta(realized_vol_168h,4))),ZScore(realized_vol_168h)),-3,3)",skeleton_007ceb90e9646fcf,prod_dcefdf55af33c09a,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
216,a7ab3_639104adeb270a02,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Sub(ZScore(Mean(realized_vol_24h,168)),ZScore(Mean(realized_vol_24h,72))),Rank(Delta(realized_vol_24h,24))),3)",skeleton_2c7cd176105b2194,prod_4bdd9663d0d788c1,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
217,a7ab3_96f0f0570f29fd62,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,72)),72))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
218,a7ab3_b7e71c612b73d056,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),4),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
219,a7ab3_1d89624a3855c73e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
220,a7ab3_aab623b987a22107,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Mul(Rank(Delta(realized_vol_24h,24)),TSRank(Mean(realized_vol_24h,168),72)),ZScore(Clip(Delta(realized_vol_24h,24),-3,3))),3)",skeleton_43e74ec1ca3f49da,prod_ffdb622467824899,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
221,a7ab3_f7a2b05233f70b11,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,12))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
222,a7ab3_2bfbad4a93784585,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),72),Rank(Delta(realized_vol_168h,1))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
223,a7ab3_3cb6a4c1182475b4,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Rank(Delta(realized_vol_168h,24)),Decay(ZScore(realized_vol_168h),24)))",skeleton_f2a1f4fc989ed2f7,prod_48d1a27d0fe7994f,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
224,a7ab3_4b465ff820ac9460,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(TSRank(Delta(realized_vol_168h,4),168),Clip(Delta(realized_vol_168h,4),-3,3)),-3,3)",skeleton_9e297cdfa8071e81,prod_0afd412dc444173b,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
225,a7ab3_66f6b0ce76c08810,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),Sub(TSRank(realized_vol_24h,168),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
226,a7ab3_343414580e2d211e,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,24),TSRank(realized_vol_24h,72)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
227,a7ab3_bafec98bcae54ac1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),12),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),168))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
228,a7ab3_1cb1358d8156cab7,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(TSRank(Mean(realized_vol_24h,168),24),Clip(ZScore(realized_vol_24h),-3,3)))",skeleton_98d9fdb977d26ca6,prod_ab09ba760d853458,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
229,a7ab3_040026908d49412c,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,4))),Decay(Delta(realized_vol_24h,24),24)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
230,a7ab3_663491633c2f9ccb,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),72),Rank(Delta(realized_vol_24h,24))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
231,a7ab3_1f9142d27f055f5f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(Mul(TSRank(realized_vol_24h,72),ZScore(Mean(realized_vol_24h,168))),Rank(Clip(ZScore(realized_vol_24h),-3,3))))",skeleton_e52f279333afdc9d,prod_581577d7474ac034,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
232,a7ab3_4c04118091114062,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,24)),Rank(Decay(realized_vol_24h,12))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
233,a7ab3_fa119ea583119be5,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),72)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
234,a7ab3_c68d8c019090303a,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),72),Rank(Delta(realized_vol_168h,24))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
235,a7ab3_d4939ee84cb32793,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Decay(realized_vol_24h,4),-3,3)",skeleton_5190274b100e392b,prod_f61390d4371ecad5,clip_atom,True,False,A7AB4_materialization_preflight_only
236,a7ab3_a6af0809410a7040,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,72),TSRank(realized_vol_24h,168)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
237,a7ab3_9a8ee71bb5b21c5e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,24)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
238,a7ab3_68538e7255a1d402,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,72))),Decay(Delta(realized_vol_24h,24),12)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
239,a7ab3_9b74006f5f8908f8,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,4)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
240,a7ab3_6dc1f49057252284,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,24)),Rank(Decay(realized_vol_24h,4))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
241,a7ab3_a90858a17e8fd699,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,24)),24))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
242,a7ab3_fc286c72ff8cd7ad,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
243,a7ab3_76a7cd179658db8e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Clip(Sub(Mean(realized_vol_168h,24),Decay(realized_vol_168h,24)),-3,3),Rank(Winsor(ZScore(realized_vol_168h),3)))",skeleton_aee8e5fc677d3eb9,prod_c48aee19b380d955,self_interaction,True,False,A7AB4_materialization_preflight_only
244,a7ab3_d2c4abc928b5b037,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Winsor(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),3),-3,3)",skeleton_7ca490bb03c28445,prod_a22634e55bb0946c,clip_atom,True,False,A7AB4_materialization_preflight_only
245,a7ab3_ed9a47a19116a27c,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
246,a7ab3_b000fc0594d795af,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,24))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
247,a7ab3_ef53f3c7624da3cf,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Sub(TSRank(realized_vol_168h,168),Rank(realized_vol_168h))",skeleton_b1cbe6cc6bad4f18,prod_546efb995a382dc5,single_atom,True,False,A7AB4_materialization_preflight_only
