static_selector_rank,candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
479,a7ab3_da45259d55813454,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),24),Rank(Delta(mark_index_basis_bps,1))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
480,a7ab3_d388f8ed5c6d4a79,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,168)),24),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
481,a7ab3_8e73c67aea577aeb,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,4),4)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
482,a7ab3_177d9ba31efe9ca9,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,4)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
483,a7ab3_7a66452bb329c412,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,24)),Rank(Decay(premium_close_bps,12))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
484,a7ab3_0b34ccafca68b414,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,12),24)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
485,a7ab3_f3259f1aaa1173ac,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,168)),72))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
486,a7ab3_b0d889ecffa67eff,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,12),4)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
487,a7ab3_f9d3a2b05e2e13ae,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,"Clip(Mul(TSRank(Delta(mark_index_basis_bps,4),24),Delta(realized_vol_24h,1)),-3,3)",skeleton_6fd0f4995197607b,prod_14421fff9b9e40aa,pair_clip_mul,True,False,A7AB4_materialization_preflight_only
488,a7ab3_285694ca91ce7337,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_24h,"Winsor(Sub(Decay(ZScore(premium_close_bps),12),Rank(Delta(realized_vol_24h,24))),3)",skeleton_de83063414831b91,prod_6f3fa3d7c7909680,pair_winsor_sub,True,False,A7AB4_materialization_preflight_only
489,a7ab3_d8e76f396c771531,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|realized_vol_24h,"Mul(Sub(TSRank(realized_vol_168h,24),Rank(realized_vol_168h)),Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)))",skeleton_67e67312ca2df326,prod_0c8a3ac22bade298,pair_mul,True,False,A7AB4_materialization_preflight_only
490,a7ab3_64f833333849ff7f,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|trade_return_1h,"Sub(Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)),Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12)))",skeleton_e3942fd8d3809b5c,prod_2c754704e5624136,pair_sub,True,False,A7AB4_materialization_preflight_only
491,a7ab3_fdd86cd8983e9d9b,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|trade_return_1h,"ZScore(Sub(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)),Winsor(Mean(trade_return_1h,24),3)))",skeleton_276435236aa0c134,prod_c4fd4ad3a823e496,pair_zscore_sub,True,False,A7AB4_materialization_preflight_only
492,a7ab3_c435af7ac54a72be,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|trade_return_1h,"Clip(Mul(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),Mul(TSRank(trade_return_1h,24),ZScore(Mean(trade_return_1h,168)))),-3,3)",skeleton_cb7542a6a3107541,prod_f5cf2ee2e8634fc4,pair_clip_mul,True,False,A7AB4_materialization_preflight_only
493,a7ab3_afb013eb6fa30150,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|trade_return_1h,"Winsor(Sub(Sub(TSRank(realized_vol_168h,72),TSRank(realized_vol_168h,24)),TSRank(Sub(Mean(trade_return_1h,4),Mean(trade_return_1h,168)),24)),3)",skeleton_ba9457d4927c9310,prod_5f5c2e741cddccb3,pair_winsor_sub,True,False,A7AB4_materialization_preflight_only
494,a7ab3_f8fa28b226b1b1e4,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|trade_return_1h,"Mul(Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,4)),Rank(Winsor(ZScore(trade_return_1h),3)))",skeleton_6b7e392c774e38f9,prod_c50cbacd5b384d14,pair_mul,True,False,A7AB4_materialization_preflight_only
495,a7ab3_e142ac349de3313f,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|premium_close_bps,"Rank(Mul(Decay(Delta(mark_index_basis_bps,24),24),Decay(premium_close_bps,24)))",skeleton_01f0940dda172970,prod_d4e46d0172c9a7fc,pair_rank_mul,True,False,A7AB4_materialization_preflight_only
496,a7ab3_7935162ab6cc52c9,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|mark_index_basis_bps,"ZScore(Sub(TSRank(Mean(premium_close_bps,168),72),TSRank(Delta(mark_index_basis_bps,4),168)))",skeleton_4d96ff8a113c4294,prod_0fff1f7ba38fa9ee,pair_zscore_sub,True,False,A7AB4_materialization_preflight_only
497,a7ab3_468910c8ea564621,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|mark_index_basis_bps,"Clip(Mul(ZScore(Delta(Mean(realized_vol_168h,168),4)),Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,24))),-3,3)",skeleton_a8f2eb1be3bc5b33,prod_262449722f761747,pair_clip_mul,True,False,A7AB4_materialization_preflight_only
498,a7ab3_dc6b0b0d1d92ef26,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|mark_index_basis_bps,"Winsor(Sub(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,24))),Decay(Delta(mark_index_basis_bps,24),4)),3)",skeleton_9a873b0561c3ab9f,prod_923dbfd10014d76f,pair_winsor_sub,True,False,A7AB4_materialization_preflight_only
499,a7ab3_7005b0d4aa2dce2e,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|premium_close_bps,"Sub(Clip(Delta(mark_index_basis_bps,4),-3,3),ZScore(Decay(Delta(premium_close_bps,1),4)))",skeleton_1d429891415e0cc1,prod_61a2a4525c78a9f7,pair_sub,True,False,A7AB4_materialization_preflight_only
500,a7ab3_2ad4a9e8d3c38900,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|mark_index_basis_bps,"Rank(Mul(Winsor(Delta(premium_close_bps,24),3),Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(mark_index_basis_bps,24)))))",skeleton_2cbec0d1f5703d87,prod_e8fb93c46df72833,pair_rank_mul,True,False,A7AB4_materialization_preflight_only
501,a7ab3_d772ca7c25367e24,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|premium_close_bps,"ZScore(Sub(Clip(Mean(realized_vol_168h,24),-3,3),Clip(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),-3,3)))",skeleton_0ef1ce48f679b5a7,prod_d73182dd20bf273c,pair_zscore_sub,True,False,A7AB4_materialization_preflight_only
502,a7ab3_ac94a00af91868bc,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|premium_close_bps,"Clip(Mul(Winsor(Mean(realized_vol_24h,24),3),ZScore(Winsor(Delta(premium_close_bps,1),3))),-3,3)",skeleton_57a936a8498b77a2,prod_251092552dd9aba4,pair_clip_mul,True,False,A7AB4_materialization_preflight_only
503,a7ab3_952ed11fca8cfac1,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_168h,"Mul(ZScore(Decay(Delta(mark_index_basis_bps,1),24)),Winsor(ZScore(realized_vol_168h),3))",skeleton_a8e54200dcb275da,prod_8d6441508dc96835,pair_mul,True,False,A7AB4_materialization_preflight_only
504,a7ab3_1e9f85720989ccee,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_168h,"Sub(Sub(TSRank(Delta(premium_close_bps,4),168),Rank(Delta(premium_close_bps,24))),Sub(TSRank(realized_vol_168h,24),Rank(realized_vol_168h)))",skeleton_fe70cc9c1ac73f85,prod_6e8419d29679a850,pair_sub,True,False,A7AB4_materialization_preflight_only
505,a7ab3_6763ebe3d24de902,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|premium_close_bps,"Rank(Mul(Mul(Rank(Mean(realized_vol_168h,72)),ZScore(Delta(realized_vol_168h,24))),Sub(TSRank(premium_close_bps,72),TSRank(premium_close_bps,24))))",skeleton_40574fe122065686,prod_63cd2e3632663e0f,pair_rank_mul,True,False,A7AB4_materialization_preflight_only
506,a7ab3_6a2a3b864e045e61,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|premium_close_bps,"ZScore(Sub(Mul(TSRank(realized_vol_24h,168),ZScore(Mean(realized_vol_24h,168))),ZScore(Delta(Mean(premium_close_bps,168),4))))",skeleton_7c11bdc2245ea440,prod_888f3d702811c573,pair_zscore_sub,True,False,A7AB4_materialization_preflight_only
507,a7ab3_7c68909e8aa7f6ea,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,"Winsor(Sub(Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(mark_index_basis_bps,4))),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_70134d0e4f09b6ba,prod_305d2a0fb47d6623,pair_winsor_sub,True,False,A7AB4_materialization_preflight_only
508,a7ab3_a2f4400216b056a9,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_24h,"Mul(Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))),Sub(Rank(Decay(realized_vol_24h,4)),Rank(Decay(realized_vol_24h,12))))",skeleton_324ea5c4a101d63c,prod_8daf16b0ad84b223,pair_mul,True,False,A7AB4_materialization_preflight_only
509,a7ab3_e5d6e69d28752387,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|realized_vol_24h,"Sub(Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12))),Rank(Clip(ZScore(realized_vol_24h),-3,3)))",skeleton_7a30cffcc7fa7bfa,prod_390ec35ad3ccad00,pair_sub,True,False,A7AB4_materialization_preflight_only
510,a7ab3_04daf24ce962db97,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|realized_vol_168h,"Rank(Mul(TSRank(Sub(Mean(realized_vol_24h,4),Mean(realized_vol_24h,168)),24),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_dd3e0615c6931f24,prod_5e6f5eb5e868e520,pair_rank_mul,True,False,A7AB4_materialization_preflight_only
511,a7ab3_fada04e06f8f9be7,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,"Clip(Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,4)),-3,3),ZScore(Mean(realized_vol_24h,168))),-3,3)",skeleton_b2350374ff5e0769,prod_687cb8e653ce24a6,pair_clip_mul,True,False,A7AB4_materialization_preflight_only
512,a7ab3_bf0a7b983ea3592f,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|trade_return_1h,"Winsor(Sub(Winsor(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),3),Mul(Rank(trade_return_1h),ZScore(Delta(trade_return_1h,24)))),3)",skeleton_ce8faf9cf2a3832c,prod_7906458ab8ca6d31,pair_winsor_sub,True,False,A7AB4_materialization_preflight_only
